codigo_produto,produto,secao,custo_atual,preco_atual,ncm
3683,PORTA GUARDANAPO LIGA 17X17X7 CM JOLITEX,DIVERSOS,22.60,48.00,73239900
3391,PORTA PAPEL TOALHA LIGA 19X32 CM JOLITEX,DIVERSOS,20.71,48.00,73239900
3673,TAPETE 0.50/1.00 PELO BAIXO DIVERSOS PINHEIRO,TAPETE,14.00,57.00,57024200
974,PEL ALMOFADA PELUCIA ROLO 73 CM BBL1153-M FOFFY,PELUCIA,22.40,48.00,95030031
3222,MANTA BEBE FLEECE 0.76/1.02 MICROFIBRA BORDADA  LEPPER,MANTA INFANTIL,36.31,57.00,63014000
5605,CENTRO DE MESA CRISTAL DE CHUMBO C/ PÉ WOLFF,DIVERSOS,54.62,129.00,70139110
4084,PERFUME FANTASY MIDNIGHT BRITNEY SPEARS 100ML,PERFUME FEMININO,148.57,450.00,33030010
2402,VARAO PROMOCIONAL 3 MTS CORES BELLA ARTE,CORTINA,0.00,19.90,\N
2398,COBRE LEITO KING 03 PÇS BUD VISION 270 FIOS ESTAMPADO BUDDEM,COBRE LEITO,467.43,987.00,94049000
1656,PEL URSO LACO/MARIO BROTHERP/ SAPO C/ MACAC.GATO P.800126,DIVERSOS,9.51,18.00,\N
2957,CORTINA DUPLEX 5.40/2.50 MATERA BELLA JANELA,CORTINA,22.10,389.00,63039200
395,COLCHA SOLTEIRO PIQUE D`MONZA CAZULOTEX,COLCHA,45.96,98.00,\N
3225,MANTA LE TRICO FIO TINTO TRABALHADO/PREMIUM LISTRADO COLIBRI,MANTA PARA BEBE,39.83,105.00,63014000
5879,CONJUNTO ADULTO MOLETON BLUSAML/CALCA  MALWEE,PIJAMAS,65.00,130.00,61072100
3991,KIT SOLTEIRO 04 PÇS PARIS BLUE/FLOR DE LIZ/LONDON  BORDADO A,KIT,109.56,270.00,63023900
3323,CESTO ETNIAS 29X29X23 CM JOLITEX,DIVERSOS,35.95,78.00,46021900
1952,TOALHA LAVABO C/APLICAÇAO LOVELY 0.30/0.50 BUDDEMEYER,TOALHAS AVULSA,19.90,42.00,63023900
855,CULOTE/BOBY/MANTA/PEÇAS VARAIDAS BEBE PROMOCIONAL PETUTINHA,CONFECCÃO PARA BEBE,4.32,12.00,61119090
1982,MANTA SOLTEIRO MICROFIFRA TIMES 1.50/2.20 JOLITEX,MANTA TIPO COBERTOR,34.07,81.00,63014000
4735,CONJUNTO CAMISA C/ BERMUDA MASC TRICK NICK,CONFECCOES,61.64,129.00,62032200
5610,"MANTEGUEIRA DE VIDRO COM TAMPA BUTTERFLY 17X10,5X10 WOLFF",DIVERSOS,12.75,30.00,70134900
5349,CAMISETA MASCULINA ML HAVE FUN,CONFECCOES,14.80,33.00,61091000
5726,JOGO DE CAMA CASAL OLIVO TRUSSARDI,JOGO DE CAMA,28.78,1189.00,63022100
4553,TAPETE 0.60/0.90 TULIPA/JASMIN NIAZITEX,TAPETE,38.76,87.00,57029200
5559,BERMUDA SARJA CENTAURO HAVE FUN,CONFECCOES,32.80,66.00,61034200
3180,JOGO DE CAMA QUEEN 04 PÇS 1000 FIOS SPLENDORE ANDREZA,JOGO DE CAMA,716.56,1677.00,63023100
2304,TRAVESSEIRO VISCOELASTICO TRADICIONAL  NASA ALTENBURG,TRAVESSEIROS,39.86,84.00,94049000
972,COBRE LEITO SOLTEIRO 02 PCS 180 FIOS ANDREZA,COBRE LEITO,92.81,204.00,63041910
6281,COBRE LEITO SUPER KING 03 PÇS VIDA BELA 200 FIOS KACYUMARA,COBRE LEITO,269.04,748.00,7908223404
6053,JOGO DE CAMA QUEEN 04 PÇS 300 FIOS LAZIO CASA K KACYUMARA,JOGO DE CAMA,331.29,753.00,63041910
4075,COBRE LEITO QUEEN MERANO TRUSSARDI,COBRE LEITO,498.08,1095.00,94049000
1106,JOGO DE CAMA SOLTEIRO 03 PCS MICROFIBRA BASIC ANDREZA,JOGO DE CAMA,25.40,54.00,63022200
3640,SAIA PROBOX SOLTEIRO SOLTEIRO KING 2.03/0.96 CRIATIVA LAVIVE,SAIA PARA COLCHAO,26.69,51.00,63041910
3220,AVENTAL ESTAMPADO 0.72/0.86 MAIS VOCE DOHLER,CONFECCOES,12.68,25.50,63041910
6039,JOGO DE LENÇOL PERCAL  2 PÇS HUG,JOGO DE BERÇO,14.53,39.00,63023100
4261,TAPETE SAO CARLOS GALANT 2.00  REDONDO,TAPETE,174.04,1560.00,57024200
5313,PERFUME BURBERRY TENDER WOMEN 35ML,PERFUME FEMININO,162.15,324.00,33030020
6283,PIJAMA PROMOCIONAL FEM.ADULTO REG/ALÇA /CAM C/SHORT SONHART,PIJAMAS,63.00,135.00,61083100
3036,JOGO DE CAMA CASAL 04 PCS 300 FIOS PARIS NIAZITEX,JOGO DE CAMA,175.61,399.00,63023100
6184,JOGO DE CAMA QUEEN 04 PÇS 1000 FIOS LUXO BOUTON,JOGO DE CAMA,540.00,1140.00,63023100
3195,PROTETOR COLCHAO SOLTEIRO IMPER. IONS DE PRATA 47CM ALTENBU,PROTETOR DE COLCHAO,80.49,237.00,94049000
5184,CORTINA GARDEN/BORDADA 5.60/1.80 VARAO 4 MTS TAPECOL,CORTINA,269.00,552.00,63039200
2493,VARAO DUPLO 4 MTS 19X19 MM CROM/DOUR TENT/MOIC BELLA ARTE,CORTINA,42.15,81.00,73063000
2942,BONECO MASCOTE/CHAVEIRO MEDIO TIMES/BEN 10 FOFFY,DIVERSOS,8.73,21.00,73269090
1937,COBRE LEITO SOLT. MALHA 02 PÇS PREMIER /ECO 1.80/2.40 ALTENB,COBRE LEITO,115.80,243.00,94049000
4170,PERFUME AMOR AMOR CACHAREL 50ML,PERFUME FEMININO,137.78,329.00,33030020
5572,JOGO DE CAMA CASAL MERANO TRUSSARDI,JOGO DE CAMA,384.87,849.00,63022100
6013,JOGO DE CAMA KING 04 PCS 180 FIOS DOBRA FEIRTA ARTEX,JOGO DE CAMA,148.18,312.00,63022100
2556,TAPETE JOLITEX RIVIERA 50/1.00,TAPETE,15.00,58.50,57033000
457,BOLEIRA ALLEANZA,DIVERSOS,54.56,98.00,69120000
219,CAPA ALMOFADA 0.45/0.45 DIVERSAS PINHEIRO,ALMOFADA,6.00,18.00,63041990
4190,PERFUME POLO BLACK MASC 125ML,PERFUME MASCULINO,237.34,598.00,33030020
5477,KIT PERFUME 212 NYC MEN  100ML  ASG 100ML CAROLINA,PERFUME MASCULINO,244.80,556.00,33030010
3846,PEL GATO DEITADO/PANDA FOFFY,PELUCIA,28.96,109.00,95030031
5076,JOGO DE CAMA SOLTEIRO ESPECIAL  03 PCS 200 FIOS VIDA BELA KA,JOGO DE CAMA,95.87,228.00,63022100
4211,PEL ELEFLEAO/MACACO/GIRAFA XT8727/GORILA 48 CM FOFFY,PELUCIA,105.00,234.00,95030031
3021,TOALHA BANHO INFANTIL 0.67/1.30 SANTISTA/PINHEIRO,TOALHAS AVULSA,15.35,33.00,63026000
642,CAMINHO DE MESA LINHO BORDADO 2.00 METROS (GRANDE)GLORIA,CAMINHO DE MESA,10.00,24.00,63080000
1844,"CAMINHO DE MESA CROCHÊ 1,00 MT GLORIA",CAMINHO DE MESA,12.00,27.00,63080000
3236,JOGO DE CAMA QUEEN 04 PÇS 270 FIOS KARSTEN,JOGO DE CAMA,319.95,638.00,63022100
660,TOALHA C/ CAPUZ 0.75/0.75  ESTAMPADA/BORDADO SIMPLES  LEPPER,TOALHA,13.60,28.50,53029100
2614,ALMOFADA GESTANTE FIBRASCA,ALMOFADA,17.25,36.00,\N
2521,COBERTOR INFANTIL BABY SAC RASCHEL COLIBRI,COBERTOR INFANTIL,57.07,120.00,63014000
5418,PIJAMA MASC/CALÇA ML/ABERTO SONHORT,PIJAMAS,125.13,248.00,61072100
995,TAPETE SAO CARLOS UNIQUE 1.00/1.60 SAO CARLOS,TAPETE,172.35,327.00,57024200
3439,TAPETE SAO CARLOS CLASSE A 2.00/2.90,TAPETE,645.63,1639.00,57029200
3169,TAPETE JUVENIL RASCHEL  DISNEY 0.70/0.80 JOLITEX,TAPETE,31.61,78.00,57024200
1219,TAPETE LUX 0.45/0.65 CORTTEX/FATEX,COBRE LEITO,16.70,42.00,57033900
3129,CAPA ALMOFADA 0.45/0.45 CANTONÊ/DUNAS JOLITEX,ALMOFADA,15.72,39.00,63049300
4074,PAPAI NOEL/MAMAE NOEL GIGANTE LOJA JUNDIAI,PERFUME FEMININO,0.00,1019.00,33030010
3273,CAMISOLA ADULTO ML C/ABERTURA ALGODAO/SOFT OU MOLETON SONHAR,CONFECCOES,56.39,108.00,61083100
1004,ROUPAO INFANTIL M ATOALHADO ESTAMP. PERSONAGENS DISNEY LEPPE,ROUPAO,34.42,78.00,62079100
6144,MEIA SAPATILHA ESPORTIVA PERFOMANCE MASC.PUMA /SELENE,CONFECCOES,10.90,24.00,61159600
6003,JOGO DE CAMA SOLTEIRO 03 PC 200 FIOS ADOMES,JOGO DE CAMA,45.75,114.00,63022100
1959,ROUPÃO INFANTIL COM ZÍPER P/M/G/GG MC/ML SONHART,ROUPAO,55.36,105.00,61089900
4984,TAPETE GRACE 2.00/2.50 FATEX CORTTEX,TAPETE,336.00,840.00,57025090
5170,TOALHA MESA 1.60/2.20 NATALINA 100 % ALG CELEBRATION KARSTEN,TOALHA DE MESA,36.33,75.00,63025100
4289,PERFUME FANTASY RAINBOW  BRITNEY SPEARS 100ML,PERFUME FEMININO,154.57,340.00,33030010
4163,PERFUME POLO BLACK MASC 75ML,PERFUME MASCULINO,187.82,528.00,33030020
979,TAPETE SAO CARLOS CLEMANT/LIVING 1.50/2.00,TAPETE,253.98,630.00,57033000
5566,JOGO DE CAMA KING 200 FIOS CAMMILLO TRUSSARDI,JOGO DE CAMA,267.31,587.00,63023100
1900,ROUPAO AVELUDADO ADULTO BORDADO MARINER LEPPER,ROUPAO,51.98,117.00,61089100
1295,EDREDON SOLTEIRO LICENCIADOS 100 % ALGODAO LEPPER,EDREDON,60.33,153.00,63029100
6209,PROTETOR DE COLCHAO CASAL PILLOW TOP LIT BLANCK ALTENBURG,PROTETOR DE COLCHAO,198.13,657.00,94049000
4032,PERFUME  J`ADORE POUR FEMME DIOR 50ML,PERFUME FEMININO,213.81,475.00,33030010
6268,TAPETE BRUNELLO/MALBEC/ZURICH 3.00/4.00 BUCHARA,TAPETE,1902.33,5598.00,57024200
6269,TAPETE PLATINUM/ZURICH 2.50/3.00 BUCHARA,TAPETE,1267.01,2799.00,57024200
1856,MEIA CALCA INFANTIL SELENE BASICA  COD.9600,CONFECCOES,2.37,4.50,61112000
3484,JOGO AMERICANO 04 PÇS VENIL TIMES FOFFY,JOGO DE COZINHA,10.99,24.00,\N
370,TAPETE TABACOW 0.50/1.00 LUXO,TAPETE,22.24,42.00,57029200
991,TAPETE SAO CARLOS CLEMANT/LIVING 0.50/1.00,TAPETE,46.80,99.00,57033000
5309,PERFUME POLO BLUE MASC 200ML,PERFUME MASCULINO,360.19,709.00,33030020
5776,CONJ.MASC BEBE P M G GG ZIGZIGZAA MALWEE,CONFECCOES,34.89,75.00,61112000
1140,PEL CACH/GATO XT8814/SENT.2727FBL33-/JAVALI TDE6072B-F FOFFY,PELUCIA,23.97,63.00,95030031
804,CAMINHO DE MESA RENDA 0.40/0.90 PRATIK JOLITEX,CAMINHO DE MESA,04.04,9.90,63025300
2017,TOALHA MESA 1.60/1.60 KACYUMARA,TOALHA DE MESA,15.83,33.00,63025100
5532,PORTA TRAVESSEIRO 0.55/0.80 CENTURY HEDRONS,FRONHA,10.32,24.00,63041990
402,PANO DE PRATO 0.46/0.65 DIVERSOS/NATALINO KARSTEN,PANO DE PRATO,7.33,15.00,63026000
5617,TOALHA MESA 1.80/2.20 CELEBRATION KARSTEN,TOALHA DE MESA,53.10,120.00,63025100
5928,MEIA ESPORTIVA 3/4 COMPRESSAO 4260 SELENE,CONFECCOES,10.65,21.00,61159500
5472,PERFUME 212 VIP MEN  ME PILLS 20 ML CAROLINA HERRERA,PERFUME MASCULINO,111.00,229.00,33030010
1362,CORTINA CEDRO/MACAD/KOPI/CUMA/CORA(1.80/2.80) VARAO 2 MTS AN,CORTINA,175.41,333.00,63031990
3365,CAMISOLA ADULTO CURTA ALGODAO MC/ ALÇA/REGATA MALWEE,CONFECCOES,43.52,93.00,61083100
3239,COBRE LEITO QUEEN 03 PÇS 300 FIOS 100% CETIM KARSTEN,COBRE LEITO,273.03,576.00,94049000
2257,"FIGURA DECORATIVA FAMILIA RESINA 12X11X28,5CM WOLFF",DIVERSOS,69.00,170.00,39264000
5925,TAPETE SAO CARLOS DUPLA FACE 1.50/2.00,TAPETE,141.73,318.00,57029200
6287,MOCHILA PREMIUM LINE GADE BABY,DIVERSOS,116.14,270.00,42022220
5751,PRATO FUNDO FILETE OURO/SEASONS PLUS ALLEANZA,DIVERSOS,33.75,75.00,69120000
5772,BLUSA FEM.CREPE MANGA CURTA KUKIE,CONFECCOES,29.23,67.50,62064000
5221,CALÇA JEANS FEM/MASC 1 A 8 ANOS LOOK JEANS,CONFECCOES,38.35,91.00,62046200
5785,BLUSA FEM.MALHA 4 A 8 ANOS MALWEE,CONFECCOES,15.65,45.00,61061000
5732,SHORTS JEANS C/TACHAS LOOK JEANS,CONFECCOES,33.34,76.50,62046200
5980,BLUSA FEMENINA REGATA C20354 CATIVA,CONFECCOES,11.19,24.00,610662000
5476,KIT PERFUME  CH PRIVE  HOMME 100ML ASB 100ML,PERFUME MASCULINO,267.10,529.00,33030010
5554,CONJ FEM.REGATA COTTON CICLISTA COTTON HAVE FUN,CONFECCOES,32.80,66.00,61042200
6258,TAPETE PLATINUM/ZURICH 1.50/2.00 BUCHARA,TAPETE,408.00,987.00,57024200
5725,PERFUME ORIENTICA LUCY/ LUXURY ROYAL AMBER 100ML,PERFUME FEMININO,24.01,1399.00,33030010
4191,TAPETE SAO CARLOS MYKONOS 1.95/2.50,TAPETE,313.15,798.00,57024200
5731,DIFUSOR DE VIDRO COM 6 PALITOS 100ML WOLFF,DIVERSOS,40.50,21.00,70139900
4969,PERFUME MARINA ROYAL DIAMOND/ ROUGE/CLASSIQUE  100ML,PERFUME FEMININO,193.78,570.00,33030020
6173,TR3 CACHEPOT FERRO G BORDADO PEROLAS CHALE KALE,DIVERSOS,34.21,78.00,83062900
3022,"SAIA BOX KING SIZE 1,93/2,03 BABADO SEM TAMPAO  SAVOIA SEJOS",SAIA PARA COLCHAO,40.17,42.00,63023900
2727,SAIA BABADO KING PROBOX LAISE LAVIVE,SAIA PARA COLCHAO,101.06,240.00,93041990
3214,ALMOFADA 0.60/0.60 JACQUARD MEDALHAO D CONFECCOES/ADOMES,ALMOFADA,26.40,54.00,94049000
695,PASSADEIRA COZINHA 0.40/1.10 MENU JOLITEX,TAPETE,8.40,39.00,52121400
3282,TAPETE 1.00/1.50 MADISON CORTTEX CASA,TAPETE,140.11,270.00,57050000
6272,PERSIANA ROLO 0.90/1.60 TELA SOLAR BELLA JANELA,DIVERSOS,135.88,298.00,63039200
4675,PERFUME MONT BLANC PRESENCE HOMME 75ML,PERFUME MASCULINO,327.78,659.00,33030020
1704,LENÇOL AVULSO SOLTEIRO FIX 150 FIOS SANTISTA PRATA COTEMINAS,LENCOL AVULSO,20.49,42.00,63023100
3864,TAPETE JOLITEX  GEOMETRICO 0.50/0.80,TAPETE,14.58,42.00,57050000
1889,TAPETE JOLITEX/ASIA TEX RASCHEL ORIENT 2.00/2.50,TAPETE,206.17,477.00,57024200
5288,KIT CANIVETE E CHAVEIRO TIMES MILENIO,DIVERSOS,17.01,39.00,73269090
4022,TOALHA DE ROSTO LINHA CHARME MAFRATEX,TOALHAS AVULSA,5.00,13.50,63026000
1519,TOALHA BANHO 0.67/1.35 CALERA KARSTEN,TOALHAS AVULSA,25.90,48.00,63026000
4765,PERFUME MERCEDES BENZ CLUB BLACK/INTENSE 100 ML MEN,PERFUME MASCULINO,226.65,549.00,33030020
375,CORTINA P/ COZINHA XADREZ BORDADO ALEXANDRA,CORTINA,12.69,27.00,63031200
4619,"CONJUNTO BEBE E 1,2,3 MASC. MC SHORT TECTEL PULLA BULLA",CONFECCOES,26.19,51.00,61112000
4000,PERFUME JOOP HOMME 75ML,PERFUME MASCULINO,96.64,220.00,33030020
2864,TAPETE KALLA 1.50/2.00 FATEX CORTTEX,TAPETE,237.60,549.00,57033000
5163,TAPETE SAO CARLOS BELMONT 2.00/2.50,TAPETE,375.50,924.00,57033000
1945,SAIA BOX KING 1.93/2.03 38CM MALHA ADOMES,SAIA PARA COLCHAO,45.09,69.00,63021000
1712,JOGO DE TOALHA 03 PÇS ELZA/MAG/LUCI KARSTEN,JOGO DE TOALHAS,0.00,67.50,63026000
6295,TAPETE PELE BANGOR 0.50/1.00 NIAZITEX,TAPETE,34.94,105.00,57029200
6294,TAPETE SIRSI DUPLA FACE 0.60/0.90 NIAZITEX,TAPETE,22.05,63.00,57029200
6284,TRAVESSEIRO TOQUE DE PLUMAS 233/250 FIOS 0.50/0.70 NIAZITEX,TRAVESSEIROS,48.60,108.00,94049000
6291,TAPETE BELGA REAL 0.67/2.10 NIAZITEX,TAPETE,80.09,225.00,57024200
6290,TAPETE BELGA REAL 0.68/1.10 NIAZITEX,TAPETE,40.01,114.00,57024200
3274,KIT BODY ML 3 PEÇAS MASC/FEM  SONHART,CONFECCOES,134.90,267.00,61112000
3226,CORTA LUZ VARAO DE 2 MT (2.80 LARG./2.50 ALTURA)BELLA JANELA,CORTINA,27.59,66.00,63039200
2776,KIT COBRE LEITO KING 06 PÇS 200 FIOS VIRA DOBLO LAVIVE,KIT,404.80,924.00,63041910
6279,SAIA BOX KING 1.58/2.00 LUMA RENDAS HEDRONS,SAIA PARA COLCHAO,57.85,144.00,63023200
727,CORTINA P/ COZINHA 2.40/1.20 BORDADA JOLITEX,CORTINA,43.42,99.00,63039200
2439,SQUEEZE BF 550 TIME VERON PRESENTES,DIVERSOS,5.98,12.00,39241000
6292,TAPETE KILIM ANTEDERRAPANTE 0.60/0.90 NIAZITEX,TAPETE,11.83,33.00,57029900
6401,TAPETE PLATINUM 2.50/3.50 BUCHARA,TAPETE,1224.94,2820.00,57024200
2173,TOALHA MESA 1.55/3.00 RENDA ESTAMP.ELEGANCE/NOBLESSE LEPPER,TOALHA DE MESA,23.03,43.50,\N
3093,CALCINHA ADULTO LAYCRA BB967 MICROFIBRA SEXKISS CASC,CONFECCOES,04.02,7.50,\N
6293,TAPETE KILIM ANTEDERRAPANTE 0.60/1.80 NIAZITEX,TAPETE,23.65,69.00,57029900
4922,AÇUCAREIRO DE CRISTAL C/COHER E TAMPA PETRA LYOR,DIVERSOS,12.11,36.00,70134900
782,TOALHA MESA 1.60 REDONDA JACQUARD LISO LUMINA II DOHLER,TOALHA DE MESA,22.58,45.00,63025100
2109,PEL PAPAI NOEL C/ GORRO 20 CM NIAZITEX,PELUCIA,16.19,42.00,95051000
1196,CORTINA P/ COZINHA PASSABARRA 2.20/1.20 C/ RENDA BELLA JANEL,CORTINA,33.34,69.00,63039200
6313,MOCHILA/REQUINTE/MUNIQUE/CURACAU HUG,DIVERSOS,87.31,219.00,42022220
1035,TAPETE 0.40/0.60 ALGODAO OVAL CORTTEX,TAPETE,8.53,21.00,57050000
6121,TAPETE SAO CARLOS ENIGMA  2.00/2.50,TAPETE,485.99,1125.00,57024200
253,JOGO DE TOALHA 03 PÇS C/ BARRADO GRID/YUNA/NELLY/ANIS KARSTE,JOGO DE TOALHAS,46.01,96.00,63026000
6330,TAPETE CHENILLE FIBRA BRILHO 40X60 MARKEN FASSI,TAPETE,22.37,57.00,63014000
5552,CONJ BLUSA COTTON SHORT CEDRO STRECH,CONFECCOES,48.90,99.00,61042200
1917,PEL URSO SAIA/CACHECOL 2011114M/CACHORRO BBL953L-F/0281B-30-,PELUCIA,27.30,60.00,\N
6322,CAPA DE ALMOFADA TRICO 45X45 MARKEN FASSI,CAPA,26.96,63.00,63049300
386,JOGO DE TOALHA 03 PCS TAM. NORMAL CANELADO BUDDEMEYER,JOGO DE TOALHAS,29.16,120.00,63026000
5537,MOBILE P/CARRINHO DE BEBE GALA,DIVERSOS,12.62,28.50,95030099
4939,FORRO DE BANDEJA 0.30/0.45 RENDA PRATIK JOLITEX,TOALHA DE MESA,7.38,5.40,63025300
5092,SANDALIA TROPICAL SLLIPPERS TRADICIONAL,CONFECCOES,6.25,27.00,64022000
535,COLCHA QUEEN PIQUET 03 PÇS GENOVA 2.40/2.60 TEKA,COLCHA,64.98,216.00,63041910
6319,TAPETE 0.40/0.60 ALGODAO OVAL BOUTON/ROZAC,TAPETE,10.00,33.00,63039000
635,TOALHA MESA 1.40/2.10 JACQUARD LISA REQUINTE DOHLER,TOALHA DE MESA,40.29,87.00,63025100
6289,FRONHA AVULSA 0.50/0.70 300 FIOS CASA K LAZIO KACYUMARA,FRONHA,35.05,73.50,63022100
3186,COBRE LEITO QUEEN 03 PÇS 300 FIOS ALGODAO EGIPICIO ANDREZA,COBRE LEITO,289.46,639.00,94049000
6297,SAIA BOX CASAL ACOCHOADA MARKEN FASSI,SAIA PARA COLCHAO,108.15,375.00,63023100
6072,JOGO DE CAMA CASAL 04 PÇS 200 FIOS BORDADO INGLES BUDDEMEYER,JOGO DE CAMA,270.89,567.00,63023100
6288,JOGO DE CAMA CASAL 04 PÇS 300 FIOS LAZIO CASA K KACYUMARA,JOGO DE CAMA,296.75,676.00,63022100
6326,JOGO DE CAMA QUEEN 300FIOS CAMILLE MARKEN FASSI,JOGO DE CAMA,291.49,858.00,63023100
2922,MANTA BEBE CARINHO 0.90/1.10 DYURI JOLITEX,MANTA PARA BEBE,13.80,33.00,63014000
5775,LEITEIRA DE PORCELANA PETIT POS 150 ML WOLFF,DIVERSOS,17.51,39.00,69111090
5557,CONJ MASC.CAMISETA POLO SHORTS SARJA HAVE FUN,CONFECCOES,44.70,88.50,61032200
5791,CONJ.MASC CAMISETA REGATA SHORT TECTEL 4A8 MALWEE,CONFECCOES,24.49,57.00,62032300
6074,JOGO DE CAMA KING 04 PÇS 200 FIOS BORDADO INGLES BUDDEMEYER,JOGO DE CAMA,313.95,840.00,63023100
6331,TRIO DE ALMOFADAS CORDENADAS PAULINHA BABY,ALMOFADA,39.95,90.00,94049000
2989,TAPETE RALPH 0.60/1.10 ROMA,TAPETE,138.79,168.00,57033000
6230,GUARDANAPO BOCA LINHO TIRA BORDADA RUDDER,DIVERSOS,12.54,33.00,63080000
3729,SAIA SOLTEIRO 0.96/2.03 X35 GORGURIM TROCA FACIL ARTELASSE,SAIA PARA COLCHAO,39.45,78.00,63023200
2979,CORTINA LINHAO 5.60/2.80 VARAO DE 4 MTS TAPECOL,CORTINA,377.00,795.00,63039900
4083,PERFUME CK EUPHORIA WOMAN CALVIN KLEIN 100ML,PERFUME FEMININO,365.50,730.00,33030010
2804,ESCULTURA DE VIDRO VENEZA 14X8X40 CM JOLITEX,DIVERSOS,81.07,378.00,70139900
645,JOGO DE CAMA KING 04 PÇS 200 BASIC NIAZITEX,JOGO DE CAMA,121.53,285.00,63023100
2073,JOGO DE CAMA KING 04 PCS 200 FIOS SEM VIRA BASIC BUDDEMEYER,JOGO DE CAMA,154.87,318.00,63022100
4989,TAPETE EXPO SHAGGY 2.00/2.90  FATEX CORTTEX,TAPETE,232.00,580.00,57024200
6298,SAIA BOX KING ACOCHOADA MARKEN FASSI,SAIA PARA COLCHAO,120.70,468.00,63023100
6282,COLCHA SLEEP SOLTEIRO VIDA BELA 200 FIOS KACYUMARA,COLCHA,120.50,248.00,63041910
2734,PEL CORUJA P BBL1049S FOFFY,PELUCIA,4.31,18.00,95030031
4732,COLCHA SOLTEIRO CLASSIC MATELASSE DUPLA FACE TEKA,COLCHA,28.10,54.00,63041910
3224,KIT CAMA BABA 06 PÇS NATUREZ/MY PRINCE/SOCCE/PRIMAVE PAULINH,KIT,278.35,558.00,63023100
2920,SAIA BERÇO 03 LADOS GORGUR/PONTO PALITO/PIQUEZI PAULINHA BAB,SAIA PARA BERÇO,47.48,129.00,63023900
4458,KIT NORMAL  BANHO PADRAO + ROSTO CANELADA/DUAL/LOLLIPOP,TOALHAS AVULSA,0.00,114.00,39174090
2705,TAPETE JOLITEX BANHEIRO 03 PÇS ENCANTO/REALCE,TAPETE,50.83,126.00,57033000
2509,CORTINA DUPLEX LISA CROMO 5.40/2.50 BELLA JANELA,CORTINA,10.38,398.00,63039200
1394,COLCHA CASAL PIQUET IN DESIGN C/FRANJA/MEDALHAO BUDDEMEYER,COLCHA,125.83,328.00,63041910
44,TAPETES SORTIDOS MEDIA 1.00/.150 SAO CARLOS,TAPETE,83.15,249.00,57024200
968,TAPETE BARBANTE BEIRA PORTA ARTESANATO MINEIRO,TAPETE,1.94,16.50,58050090
1060,CORTINA RUSTICA PANTEX 5.40/2.50 V.4 MTS BELLA JANELA,CORTINA,135.34,288.00,63039200
5482,PERFUME KOUROS SILVER  HOMME 100ML YVESSAINTLAUREBT,PERFUME MASCULINO,230.30,520.00,33030020
254,PORTA PAPEL GLORIA,DIVERSOS,4.79,9.00,\N
3044,JOGO DE CAMA QUEEN 04 PÇS 150 FIOS PINHEIRO,JOGO DE CAMA,0.00,249.00,63023100
47,TAPETE SISAL 1.50/2.00 SAO CARLOS/ PREMIUM/PINHEIRO,TAPETE,180.00,585.00,57024200
6320,COBRE LEITO QUEEN 400 FIOS MARKEN FASSI,COBRE LEITO,839.00,1764.00,63023100
6305,CORTINA RUSTICA TUNIS 5.40/2.50  BELLA JANELA,CORTINA,164.78,398.00,63039200
5841,ROLO DECORATIVO 1.60MT VEET,DIVERSOS,81.80,172.00,63023100
699,TOALHA MESA 1.45/2.15  OVAL VITORIA XANFER,TOALHA DE MESA,15.24,30.00,63025100
133,TOALHA MESA 1.40/2.60 TEKA NOBRE/ELEGANCE,TOALHA DE MESA,27.35,60.00,63025100
5727,CJ 4 BOLWS DE VIDRO BUTTERFLY WOLFF,DIVERSOS,34.62,52.00,70134900
5200,PERFUME BURBERRY GODDESS FEMME EDP 100ML,PERFUME MASCULINO,192.92,1078.00,33030020
5064,TOALHA ROSTO 0.50/0.80 DRYFIT ALTENBURG,TOALHAS AVULSA,8.00,18.00,63029300
6333,ROLINHO SEGURA BEBE HUG,PROTETOR DE BERCO,24.40,57.00,94049000
1006,KIT BERÇO AM CM 09 PÇS PIQUEZINHO PAULINHA BABY,KIT BERÇO,119.53,459.00,63023100
3945,CORTINA MEMORY BORDADA 2.60/2.80 P/VARAO DE 2  TAPECOL,CORTINA,171.00,357.00,63039200
5434,TOALHA BANHO PARA PINTAR CATHERINA 0.67/1.40 KARSTEN,TOALHAS AVULSA,14.72,30.00,63026000
5968,CONJ.MASC POLO E BERMUDA C90293 CATIVA,CONFECCOES,34.99,69.00,61032200
6323,MANTA DE TRICO 130X170 MARKEN FASSI,MANTA,102.76,234.00,63014000
4158,JOGO DE CAMA SOLT. 03 PÇS MICROF. SANTISTA FANTASIA/ ANDREZA,JOGO DE CAMA,18.11,51.00,63022200
1810,MANTA SOLTEIRO MICROFIBRA COTELE FATEX,MANTA TIPO COBERTOR,22.75,54.00,63014000
3483,RELOGIO DE PAREDE GRANDE TIMES,DIVERSOS,20.96,45.00,91052900
6352,TAPETE BOURBON 0.50/0.70 ANDREZA,TAPETE,31.50,75.00,57033000
1208,TAPETE JOLITEX VISION LISO/ESTAMPADO  0.50/1.00,TAPETE,27.67,57.00,57033000
5631,PERFUME SAUVAGE DIOR 200ML,PERFUME MASCULINO,245.99,1489.00,33030010
4356,PERFUME ARSENAL BLACK MEN GILLES CANTUEL 100ML,PERFUME MASCULINO,79.55,329.00,33030020
3968,PERFUME LADY MILLION PACO RABANNE 80ML,PERFUME FEMININO,257.85,779.00,33030020
